Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Letter Type
10/14/2014,04/02/2014,Pure Herbs Ltd,Detroit District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
10/14/2014,09/19/2014,"China Resources Sanjiu Medical and Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated/Failure to Register/Unapproved or Misbranded,Warning Letter
10/14/2014,09/25/2014,Powers Device Technologies Inc,Florida District Office,Premarket Approval/Misbranded/Adulterated,Warning Letter
10/14/2014,09/29/2014,"Beijing Shunxin Meihua Bio-technical Co., Ltd.",Center for Drug Evaluation and Research,Limited Inspection/Refused Inspection/Adulterated,Warning Letter
10/14/2014,10/06/2014,David T Phillips,Cincinnati District Office,Illegal Drug Residue,Warning Letter
10/14/2014,10/06/2014,Neely Livestock,New Orleans District Office,Illegal Drug Residue,Warning Letter
10/14/2014,10/07/2014,"Alpha Medical Instruments, LLC",Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
10/14/2014,10/07/2014,Papas Dairy LLC,New York District Office,Illegal Drug Residue,Warning Letter
10/14/2014,10/07/2014,Little City Dogs,New York District Office,New Animal Drug/Adulterated,Warning Letter
10/14/2014,09/24/2014,"Beacon Hill Medical Pharmacy, P.C.",Detroit District Office,Unapproved New Drugs/Misbranded,Warning Letter
10/14/2014,04/11/2014,"Rongcheng Shidao Guangxin Food Co., Ltd.",Center for Food Safety and Applied Nutrition,Low Acid Canned Food Regulation/Adulterated,Warning Letter
10/14/2014,03/24/2014,"Burnette Foods, Inc.",Detroit District Office,Acidified Foods/Emergency Permit Control/Adulterated/Misbranded,Warning Letter
10/14/2014,09/29/2014,www.abroadcigs.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/14/2014,09/25/2014,"Kettle Cuisine, LLC",New England District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
10/14/2014,09/23/2014,Zoll Lifecor Corporation,Philadelphia District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
10/13/2014,08/12/2014,Premier Organics Inc.,Center for Food Safety and Applied Nutrition,Food Labeling/Misbranded,Warning Letter
10/13/2014,09/24/2014,Nam Sun Fisheries Co.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
10/13/2014,09/24/2014,Grandmas Food Products,Center for Food Safety and Applied Nutrition,Acidified Foods/Emergency Permit Control/Adulterated,Warning Letter
10/13/2014,09/25/2014,"Laser Engineering, Inc.",New Orleans District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
10/08/2014,09/18/2014,www.cheapcigarettesus.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/08/2014,09/29/2014,cheapcigarettes24.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/07/2014,07/10/2014,"Infopia Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
10/07/2014,09/30/2014,smokin4free.com@iprivacyltd.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/07/2014,09/30/2014,AGFA Healthcare Corp.,Atlanta District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
10/07/2014,08/26/2014,"Andapharm, LLC",Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
10/07/2014,09/25/2014,"Multimmunity, Inc.",Denver District Office,New Drug/Labeling/Misbranded,Warning Letter
10/07/2014,09/26/2014,"Ambco Electronics, A California Corp",Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
10/07/2014,09/26/2014,Intershell International Corp.,New England District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
10/07/2014,09/26/2014,Hospira Australia Pty Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
10/07/2014,09/26/2014,"Nova Products, Inc.",Philadelphia District Office,Unapproved New Drugs/Misbranded,Warning Letter
10/01/2014,01/08/2014,"www.gotlandssnus.com, www.jakobssonssnus.com",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/30/2014,08/22/2014,"Fish Busterz, L.L.C.",Florida District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/30/2014,08/26/2014,Marck Biosciences Ltd.,Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
09/30/2014,08/28/2014,"Charanga Catering, LLC dba Broche 3",Florida District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/30/2014,09/03/2014,Valeant Pharmaceuticals International,New Jersey District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
09/30/2014,09/16/2014,Jerry Slabaugh,Cincinnati District Office,Illegal Drug Residue,Warning Letter
09/30/2014,09/17/2014,Poinciana Milling Complex,Florida District Office,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",Warning Letter
09/30/2014,09/18/2014,"Middle East Bakery, Inc.",New England District Office,Labeling/False & Misleading Claims/Misbranded,Warning Letter
09/30/2014,09/22/2014,"Losurdo Foods, Inc.",New York District Office,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",Warning Letter
09/30/2014,09/22/2014,Petrie Farms,New York District Office,Illegal Drug Residue,Warning Letter
09/30/2014,09/23/2014,Double E Dairy LLC,New York District Office,Illegal Drug Residue,Warning Letter
09/30/2014,06/27/2014,Clinical Specialties Compounding Pharmacy,Atlanta District Office,"Drug/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
09/30/2014,09/24/2014,Calcomp Nutrition Llc,Philadelphia District Office,Unapproved New Drugs/Misbranded,Warning Letter
09/30/2014,09/18/2014,ArjoHuntleigh Inc.,Dallas District Office,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA)/Adulterated,Warning Letter
09/30/2014,07/25/2014,AMS Health Sciences,Dallas District Office,Unapproved New Drugs/Misbranded,Warning Letter
09/30/2014,09/17/2014,Well Luck Co. Inc.,Atlanta District Office,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",Warning Letter
09/30/2014,09/30/2014,cigarettes-ez-store.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/30/2014,09/30/2014,www.cheap-discount-cigarettes-online.net,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/30/2014,09/30/2014,www.200discount-cigarettes.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/29/2014,09/17/2014,"Express Diagnostics Int'l., Inc.",Minneapolis District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
09/29/2014,09/25/2014,http://www.dirtcheapbutts.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/24/2014,09/22/2014,Young Living,Denver District Office,Unapproved New Drugs/Misbranded,Warning Letter
09/24/2014,09/22/2014,"d?TERRA International, LLC",Denver District Office,Unapproved New Drugs/Misbranded,Warning Letter
09/24/2014,09/22/2014,Natural Solutions Foundation,New Jersey District Office,Unapproved New Drugs/Misbranded,Warning Letter
09/24/2014,09/17/2014,www.cigarettes-online-store.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/23/2014,08/20/2014,Superior Cattle Feeders LLC,Los Angeles District Office,Illegal Drug Residue,Warning Letter
09/23/2014,09/10/2014,"Kwong Yet Lung Co., Inc.",San Francisco District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/23/2014,09/15/2014,West Coast Laboratories Inc,Los Angeles District Office,Unapproved New Drugs/Misbranded,Warning Letter
09/23/2014,09/15/2014,Koryeo International Corp.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/21/2014,07/24/2014,"Wabash Cigar Store, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/21/2014,08/01/2014,"Geetanjali Inc., d/b/a Tobacco World",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/16/2014,05/20/2014,"BEK Catering, LLC dba Floppers Foods",New Orleans District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/16/2014,06/30/2014,"Advanced MicroVas II, LLC",Dallas District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
09/16/2014,08/19/2014,Descor LLC,Baltimore District Office,Unapproved New Drugs/Misbranded,Warning Letter
09/16/2014,08/21/2014,Lynn Born,Dallas District Office,Illegal Drug Residue,Warning Letter
09/16/2014,08/26/2014,OrgSyn Laboratory Inc,Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
09/16/2014,08/27/2014,Health Science Products Inc,New Orleans District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
09/16/2014,08/29/2014,Glenville Farms,Philadelphia District Office,Illegal Drug Residue,Warning Letter
09/16/2014,09/03/2014,"Wabash Way Holsteins, LLC",Cincinnati District Office,Illegal Drug Residue,Warning Letter
09/16/2014,09/11/2014,4cigarettes.net,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/15/2014,09/04/2014,John W Hollis Inc,New Orleans District Office,Unapproved New Drugs/Misbranded,Warning Letter
09/09/2014,08/28/2014,"CreAgri, Inc.",San Francisco District Office,New Drug/Labeling/False & Misleading Claims,Warning Letter
09/09/2014,09/02/2014,Modern Macaroni Co Ltd,San Francisco District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/09/2014,09/05/2014,az-smokes.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/09/2014,08/29/2014,"Japanese Specialty Food Distributors Ltd, Co.",New England District Office,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
09/09/2014,08/26/2014,"Microtest Laboratories, Inc.",Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
09/08/2014,02/12/2014,Smoke Shop Plus,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/07/2014,09/05/2014,www.snuff.me.uk,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/04/2014,08/26/2014,Fleming Laboratories Ltd.,Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
09/03/2014,08/21/2014,cigarettstore.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/02/2014,07/30/2014,Plexus Worldwide Inc,Los Angeles District Office,New Drug/Misbranded,Warning Letter
09/02/2014,08/07/2014,"Michigan Brands, Inc.",Detroit District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/02/2014,08/11/2014,Carousel Solutions LLC dba Xtract Solutions,Seattle District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
09/02/2014,08/12/2014,"Wise, John M. M.D.",Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
09/02/2014,08/18/2014,Iradimed Corporation,Florida District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
09/02/2014,08/21/2014,www.discount-tobacco.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/02/2014,08/21/2014,"G. Wolf Enterprises, Inc.",Seattle District Office,Acidified Foods/Emergency Permit Control/Seafood HACCP/CGMP/Adulterated/Filth,Warning Letter
09/02/2014,08/22/2014,Hoover Family Farm,Cincinnati District Office,Illegal Drug Residue,Warning Letter
09/02/2014,08/25/2014,www.cigoutlet.biz,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/02/2014,08/25/2014,"Ashland Farm, LLC",New York District Office,Illegal Drug Residue,Warning Letter
09/02/2014,08/26/2014,Ipsi Specialty Foods,Kansas City District Office,Acidified Foods/Prepared Packed or Held Under Insanitary Conditions,Warning Letter
09/02/2014,08/26/2014,M & B Sea Products Inc,New England District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/02/2014,08/11/2014,Marel Corporation,New England District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
09/01/2014,08/25/2014,Seaview Fisheries Inc. dba Seaview Lobster Co.,New England District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/29/2014,08/28/2014,I'm a Little Teacup,Florida District Office,New Animal Drug/CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/29/2014,08/28/2014,Petaware,Florida District Office,New Animal Drug/CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
08/29/2014,08/28/2014,"Blanc du Blanc, Inc.",Florida District Office,New Animal Drug/CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/26/2014,08/18/2014,Simply Clean Air & Water Inc.,New England District Office,CGMP/QSR/Manufacture/Packing/Storage/Installation/Adulterated,Warning Letter
08/26/2014,08/08/2014,"EnerHealth Botanicals, LLC",Denver District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
08/26/2014,07/07/2014,"Pharma Tech Solutions, Inc",Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/26/2014,07/18/2014,Calaire Chimie S.A.S.,Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
08/26/2014,07/25/2014,William Rausch,Cincinnati District Office,Illegal Drug Residue,Warning Letter
08/26/2014,08/01/2014,Peter Bacle dba Stock Island Lobster Company,Florida District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/26/2014,08/07/2014,Explora Laboratories,Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
08/26/2014,08/08/2014,Childrens Medical Ventures,Philadelphia District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/26/2014,08/12/2014,"The Compounding Shop, Inc.",Florida District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/26/2014,08/12/2014,"Ad-Med Biotechnology, LLC",Detroit District Office,Unapproved New Drugs/Misbranded,Warning Letter
08/26/2014,08/14/2014,"Big Easy Confections, L.L.C.",New Orleans District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
08/26/2014,08/15/2014,Zions Rx Formulations Services LLC dba Rx Formuations Serv.,Los Angeles District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/26/2014,08/18/2014,HUMAN SCIENCE FOUNDATION,Los Angeles District Office,Unapproved Drugs/Misbranded,Warning Letter
08/26/2014,08/04/2014,"Handsome Industrial (H.K.) Co., LTD",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/26/2014,08/07/2014,Korea United Pharm,Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
08/26/2014,06/11/2014,"SUZUKEN CO., LTD. OGUCHI CENTER",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/26/2014,08/07/2014,"Colgate Oral Pharmaceuticals, Inc.",Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
08/26/2014,07/01/2014,Vention Medical,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/25/2014,08/05/2014,"F. & S. Maranto, LLC",Baltimore District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
08/25/2014,08/07/2014,"221 Enterprises, LLC.",Baltimore District Office,Unapproved New Drugs/Misbranded,Warning Letter
08/25/2014,08/12/2014,Masimo Corporation,Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/25/2014,08/13/2014,www.primewholesale.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
08/20/2014,08/13/2014,www.nefsak.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
08/19/2014,08/08/2014,Dennis Loppnow,Minneapolis District Office,Illegal Drug Residue,Warning Letter
08/19/2014,07/08/2014,Marck Biosciences Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/19/2014,07/14/2014,"Weiner, Gilbert R.",Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
08/19/2014,07/15/2014,Syfrett Feed Co.,Florida District Office,CGMP/Medicated Feeds/Adulterated,Warning Letter
08/19/2014,08/06/2014,Vernon W. Zimmerman,Philadelphia District Office,Illegal Drug Residue,Warning Letter
08/19/2014,08/08/2014,O'Dell Farms,New York District Office,Illegal Drug Residue,Warning Letter
08/19/2014,08/08/2014,Union Square Medical Imaging & Mammography,New York District Office,Mammography Quality Standards,Warning Letter
08/19/2014,08/08/2014,"Fessenden Dairy, LLC",New York District Office,Illegal Drug Residue,Warning Letter
08/19/2014,08/11/2014,Spacelabs Healthcare Inc,Seattle District Office,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
08/19/2014,08/12/2014,Hillcrest Dairy,Philadelphia District Office,Illegal Drug Residue,Warning Letter
08/19/2014,08/04/2014,Vygon Gmbh & Co. KG,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/19/2014,08/11/2014,Brookhurst Mill,Los Angeles District Office,CGMP/Medicated Feeds/Adulterated/Misbranded,Warning Letter
08/19/2014,08/05/2014,o.m.t. Oberflachen - und Materialtechnologie Gmbh,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
08/19/2014,08/14/2014,Wickliffe Pharmaceutical Inc,Cincinnati District Office,Animal Drugs/Adulterated/Misbranded,Warning Letter
08/19/2014,08/08/2014,Nidek Inc,San Francisco District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/12/2014,07/24/2014,Lao Thai Nam Corporation,Dallas District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/12/2014,07/24/2014,Healthtime dba Deer Garden Foods,San Francisco District Office,New Drug/Labeling/Misbranded,Warning Letter
08/12/2014,07/24/2014,"Protech Professional Products, Inc.",Florida District Office,Premarket Approval/Adulterated,Warning Letter
08/12/2014,07/30/2014,Taiyo Seafood NY Inc,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/12/2014,07/31/2014,Wang Globalnet,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/12/2014,07/31/2014,"Iberia Foods Company of New York, Inc",New York District Office,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
08/12/2014,07/31/2014,Dean and Jean Mikalunas,New York District Office,Illegal Drug Residue,Warning Letter
08/12/2014,07/03/2014,"Hart of Texas Cattle Feeders, LLC",Dallas District Office,Illegal Drug Residue,Warning Letter
08/12/2014,08/04/2014,"Oberholtzer, Joseph N.",Philadelphia District Office,Illegal Drug Residue,Warning Letter
08/12/2014,07/31/2014,"Faihopity Farms, LP",Philadelphia District Office,Illegal Drug Residue,Warning Letter
08/12/2014,08/05/2014,Goodlife Juices,Philadelphia District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/12/2014,07/28/2014,"Connecticut Valley Tobacconist, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
08/12/2014,08/05/2014,Garden of Flavor LLC,Cincinnati District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/12/2014,07/15/2014,M.D. Science Lab,Florida District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/11/2014,07/08/2014,Dr. Bronner's Magic Soaps,Center for Food Safety and Applied Nutrition,Unapproved New Drugs/Misbranded,Warning Letter
08/11/2014,07/28/2014,"Tianjin New Bay Bioresearch Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/11/2014,07/29/2014,Medinol Ltd.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/11/2014,07/29/2014,Imer Barton,New York District Office,Illegal Drug Residue,Warning Letter
08/05/2014,06/30/2014,Ramon Rosa,San Juan District Office,Unapproved New Drug/Misbranded,Warning Letter
08/05/2014,03/21/2014,"Tang Sang Hah Co., Ltd",Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
08/05/2014,05/16/2014,R&D Engineering Of Earlham Inc,Kansas City District Office,Medical Device/CGMP/Adulterated,Warning Letter
08/05/2014,07/10/2014,"Black International Enterprise, LLC dba Puba Store",Florida District Office,Unapproved New Drugs/Misbranded,Warning Letter
08/05/2014,07/14/2014,Inversiones Peru Pacifico S.A,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
08/05/2014,07/17/2014,AGRO-SERWIS,Center for Food Safety and Applied Nutrition,Low Acid Canned Food Regulation/Adulterated,Warning Letter
08/05/2014,07/17/2014,"PROVITUS Dabrowscy, Malesa S.J.",Center for Food Safety and Applied Nutrition,Low Acid Canned Food Regulation/Adulterated,Warning Letter
08/05/2014,07/25/2014,Mezotrace Corporation,San Francisco District Office,CGMP/Dietary Supplement/Adulterated,Warning Letter
08/05/2014,07/18/2014,"Contract Coating, Inc.",Center for Drug Evaluation and Research,Generic Drug User Fee Amendments of 2012 (GDUFA),Warning Letter
08/05/2014,04/23/2014,"GaleMed Xiamen Co., Ltd.",Center for Devices and Radiological Health,Medical Device Reporting/Misbranded,Warning Letter
08/05/2014,07/23/2014,"Julian Bakery, Inc.",Los Angeles District Office,False & Misleading Claims/Misbranded,Warning Letter
08/05/2014,07/23/2014,"Casa di Pasta, Inc.",Baltimore District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/05/2014,07/14/2014,"Marukai Foods Co., Inc. (Takasu Factory)",Center for Food Safety and Applied Nutrition,CGMP Food/Misbranded,Warning Letter
08/04/2014,07/07/2014,MARUTOSHI,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
07/29/2014,07/09/2014,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
07/29/2014,05/14/2014,"SSE Manufacturing, Inc",Dallas District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
07/29/2014,06/24/2014,Sushi Den Japan,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
07/29/2014,06/30/2014,Corporacion Avicola Morovis Inc,San Juan District Office,PHS Act/Shell Egg Regulation/Adulterated,Warning Letter
07/29/2014,07/03/2014,"Solace International, Inc.",San Francisco District Office,Unapproved New Drug/Misbranded,Warning Letter
07/29/2014,07/03/2014,Double D Dairy,Detroit District Office,Illegal Drug Residue,Warning Letter
07/29/2014,07/17/2014,Schindele Enterprises dba Midwest Wholesale,Kansas City District Office,Unapproved/Misbranded drugs,Warning Letter
07/29/2014,07/17/2014,"Klein Laboratories, Inc.",New England District Office,Unapproved New Drug/Adulterated,Warning Letter
07/29/2014,07/21/2014,"Med-Mizer, Inc.",Detroit District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/29/2014,07/22/2014,Hoke Farms,Philadelphia District Office,Illegal Drug Residue,Warning Letter
07/29/2014,05/20/2014,"Bliss Dairy, LLC",Denver District Office,Illegal Drug Residue,Warning Letter
07/29/2014,07/17/2014,Baxter Healthcare SA/dba Baxter Healthcare of Puerto Rico,San Juan District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/29/2014,07/21/2014,Smoker Friendly International LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/29/2014,04/30/2014,FRANZESE S.P.A.,Center for Food Safety and Applied Nutrition,Low Acid Canned Food Regulation/Adulterated,Warning Letter
07/29/2014,07/17/2014,"Alzohalli, Opada M.D.",Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
07/28/2014,06/02/2014,Accelerated Freeze Drying Co. Ltd.,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
07/28/2014,07/14/2014,Abrams Royal Pharmacy,Dallas District Office,Compounding Pharmacy/Adulteration/Misbranding,Warning Letter
07/28/2014,07/18/2014,Bioland Technology Ltd.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
07/28/2014,07/22/2014,K-Fat Inc.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
07/23/2014,07/18/2014,"PharMEDium Services, LLC",Chicago District Office,Compounded Drugs/CGMP,Warning Letter
07/22/2014,07/10/2014,Diamond W Ranch,San Francisco District Office,Illegal Drug Residue,Warning Letter
07/22/2014,07/10/2014,Todd & Patty Meech Dairy Farm,Minneapolis District Office,Illegal Drug Residue,Warning Letter
07/22/2014,07/14/2014,"RC Compounding Services, LLC",Cincinnati District Office,Insanitary Conditions/Adulterated,Warning Letter
07/22/2014,07/14/2014,Noni Connection dba Puna Noni,San Francisco District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
07/22/2014,07/15/2014,Dueppengeisser Dairy Company,New York District Office,Illegal Drug Residue,Warning Letter
07/22/2014,07/15/2014,"Graham Shrimp Co., Inc.",New Orleans District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
07/22/2014,07/15/2014,C P Health Products Inc.,New York District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
07/22/2014,07/16/2014,National Cigar Store,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/22/2014,06/06/2014,Carefusion 2200 Inc,Chicago District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/22/2014,07/15/2014,Trivett Sales,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/21/2014,06/26/2014,"Mrs Wheat's Foods Fabulous Foods, Inc.",New Orleans District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
07/21/2014,07/17/2014,"Borinquen Natural, Inc.",Center for Food Safety and Applied Nutrition,New Drug/Misbranded,Warning Letter
07/15/2014,07/03/2014,Walker's Food Products Co,Kansas City District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
07/15/2014,07/07/2014,Trifarma S.p.A.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
